,State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,All_Death,Health_Status,Unhealthy_Days,LBW,VLBW,Premature,Under_18_deaths,Over_40_deaths,Unmarried,Late_Care,Infant_Mortality,IM_Wh_Non_Hisp,IM_Bl_Non_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide,Injury,Total_Births,Total_Deaths,MOBD_Time_Span,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Exp,Toxic_Chem,Diabetes,Smoker,Obesity
2200,40,143,Tulsa,Oklahoma,OK,39,572059,1003,13.2,26.7,61.3,10.7,1.4,77.6,11.3,5.4,1.8,8,75.5,989.8,14.7,5.7,8,1.3,13.2,4.2,1.7,35.5,29.4,7.9,7,14.8,5.2,2.8,32.4,19,241.7,8.7,64.2,14.6,62.5,15.8,28.9,27942,15882,2001-2003,84483,72253,11742,97.9,53.1,55588,12458,13102,34084,24866,19,3,17,252,4,239,565,239,1480299,6.9,23,22.1
2231,41,51,Multnomah,Oregon,OR,39,672906,1546,12.9,23.8,65.5,8.9,1.9,83.5,5.8,1.1,6.5,9.3,76.6,894.4,14.2,6.5,6.2,1.1,10,2.8,3.1,33.4,19.4,4.9,4.8,6.7,3,1.8,27.6,19.1,131.4,4,60.2,9.7,76.8,13.4,29,27949,17381,2001-2003,84898,74903,13740,166.9,78,66817,22785,14141,49576,48341,18,3,20,119,3,283,57,283,1746304,6,20.9,19.4
2243,42,3,Allegheny,Pennsylvania,PA,34,1235841,1693,10.8,22.6,60.2,14.2,3,83.6,13.1,0.1,2.2,1,76.7,876.8,15,6.3,8.4,1.7,11.9,2.9,3.3,32,-2222.2,8,4.9,17.7,6.4,1.6,28.8,20.7,197.5,7.8,59.9,7.9,53.1,10.8,25.3,40998,45786,2001-2003,95074,210701,25948,148.6,87.6,117884,31638,29623,71006,62810,19,3,38,354,3,342,21,190,14517487,8.4,23.8,20.9
2245,42,7,Beaver,Pennsylvania,PA,27,177377,409,10.5,22.3,59.4,15.5,2.8,92.5,6.1,0.1,0.3,0.9,77.1,868.6,18,6.6,8.1,1.5,11.2,2.6,2.5,33,-2222.2,6.1,5.1,15.5,5.2,0.9,27.1,19,191.4,3,58.9,9.7,43.9,11.7,22.9,5410,6479,2001-2003,15681,31606,4201,50.7,47.4,20619,5028,4799,10230,8823,8,3,5,56,3,81,1,16,24800511,10,24.8,25.7
2247,42,11,Berks,Pennsylvania,PA,36,396314,461,10.1,25,60.8,11.8,2.3,92.6,4.7,0.2,1.3,12,77.4,801.2,13.4,5.8,7.4,1.5,11.1,3.5,2.4,36,-2222.2,8,6.5,15.8,6.5,1.5,27.3,20.8,148.9,6.6,52.5,14.3,59.1,10.8,18.5,14214,10858,2001-2003,39720,54605,6720,67.1,44.4,58183,9598,6728,22104,20522,12,3,11,122,3,137,16,69,6177496,8.6,19,25.1
2250,42,17,Bucks,Pennsylvania,PA,32,621342,1023,5.6,24.6,62.2,11.4,1.7,92.3,3.5,0.2,3.1,2.9,77.7,817.7,10,5,7.2,1.3,10.4,1.1,3.7,18.4,-2222.2,5.4,5.1,13.5,4.5,0.9,30.4,20.1,139.6,1.2,49.6,13.1,60.1,10.4,21.5,21369,15174,2001-2003,43275,75151,9742,82.1,60.7,48468,14094,10335,34817,30888,24,3,18,278,4,237,40,73,195693,6.3,18.2,18.4
2256,42,29,Chester,Pennsylvania,PA,24,474027,627,5.3,25.8,62.3,10.3,1.6,89.6,6.2,0.2,3.1,4.1,78.7,754.3,9.3,4.8,6.7,1.3,9.8,1.5,4.4,16.5,-2222.2,5.8,5.1,14.5,4.4,1.4,25.5,20.2,152.1,1.2,48.1,10.3,49,8,16.5,17771,9822,2001-2003,33760,49183,5440,79.3,60.8,33497,9077,8634,26169,24300,13,3,27,183,4,175,26,94,1776431,6,18.9,15.4
2263,42,43,Dauphin,Pennsylvania,PA,44,253995,484,8.9,24.7,61.3,11.9,2.1,77.8,17.8,0.2,2.5,4.8,76.7,858,13.6,5.7,10,1.5,11.9,3.9,2.3,40.6,-2222.2,6.7,5.6,11.7,4.7,2,28.9,20.7,170.4,5.8,51.5,13.8,46.7,8.8,22,9542,7377,2001-2003,26371,34640,4758,137.8,59.8,28968,5792,5224,14204,12426,4,3,15,62,3,91,16,30,195014,7.4,24.8,26.9
2264,42,45,Delaware,Pennsylvania,PA,32,555648,3016,8.9,25.9,59.6,12,2.5,76.7,18,0.1,4.1,1.9,77,845.6,13.8,6.2,7.4,1.5,10.7,2.9,3.8,30.1,-2222.2,6.9,5,11.9,4.9,1.9,27.2,23.7,169.5,5.5,58.5,8.1,60.7,8.9,22,20217,17172,2001-2003,41799,79860,9911,126.2,72.2,49449,12967,9551,30691,28739,10,3,17,247,4,216,151,66,2162711,7,24,24.5
2266,42,49,Erie,Pennsylvania,PA,25,280446,350,12.6,25.1,60.6,11.9,2.4,91.4,6.5,0.2,0.8,2.4,76.9,824.9,13.3,6.1,7.9,1.6,11.4,4.4,1.8,41.6,-2222.2,8.8,7.1,20.7,6.7,2.1,30.4,19.9,156.3,2.1,58.3,14.5,53.3,9.6,18.9,10047,8070,2001-2003,30098,39300,6499,58.1,59.2,28142,7661,6801,15629,15073,1,3,8,96,3,119,56,51,1032593,7.9,29.4,21.5
2277,42,71,Lancaster,Pennsylvania,PA,36,490562,517,8.3,26.6,59.2,12,2.2,93.5,3.4,0.2,1.7,6.5,78.5,769.1,11.9,5.6,5.9,1.1,8.6,2.6,2.6,24.4,-2222.2,7.8,7.3,14.6,5.7,2.1,26.9,20.7,143.7,2.1,49.3,13.2,56.2,7.8,19,19996,12837,2001-2003,52811,65792,7299,66,43.2,72417,9833,12159,26796,25084,22,4,14,216,4,172,29,86,3181553,6.8,22.1,22.2
2280,42,77,Lehigh,Pennsylvania,PA,36,330433,953,9.6,24.6,60.2,12.6,2.6,90.3,5.1,0.3,2.8,13.3,77.8,782.1,12.3,6.1,8.1,1.6,11.3,3.4,2.2,35.4,-2222.2,8,6.1,24.3,6.1,1.9,26.3,15.9,154.2,3.3,50.7,10.5,41.6,10.4,22.3,11555,9461,2001-2003,34471,46820,6429,100.8,49.9,42639,8306,4806,18521,16542,4,3,10,83,3,114,17,57,371031,6.4,26.9,25
2284,42,85,Mercer,Pennsylvania,PA,27,119598,178,12.3,23.4,58.7,15,2.9,93.2,5.4,0.1,0.5,0.8,76.6,850.7,17.2,6.5,7.3,1.5,12.1,2.7,2,31.9,-2222.2,9.3,8.2,22.8,6.7,2.6,22.5,22.4,179.5,3.4,54.6,14.5,53,8.1,26,3865,4221,2001-2003,11359,21098,3247,51,47.7,13940,3484,3119,6813,6236,3,3,4,24,3,54,3,11,385784,9.5,28.6,25.7
2286,42,89,Monroe,Pennsylvania,PA,44,163234,268,8.7,25.8,62.7,10.2,1.4,85.4,10.6,0.3,2,10.1,77.3,858.8,15,6.7,8.2,1.6,13,2.2,4.3,29.7,-2222.2,8.6,8.7,11.5,7.1,1.5,34.2,25.9,171.2,2.9,63.9,21.2,44.5,11.3,17.8,4670,3585,2001-2003,16679,17428,3722,50.2,27,17234,4167,2928,9037,8760,0,3,9,29,3,54,4,18,78601,7.3,23.9,25.9
2287,42,91,Montgomery,Pennsylvania,PA,32,775883,1606,5.5,24.4,60.9,12.4,2.3,85.5,8.2,0.1,5.1,2.6,78.8,757.1,11,5.2,7,1.3,9.8,1.1,3.8,16.1,-2222.2,5.3,4.9,9.1,4.2,1,27.7,18.9,131.3,2.5,48.2,9,57.1,8.6,19.7,28676,21093,2001-2003,50083,116769,11630,167.2,82,61354,16454,14338,43565,38132,16,3,23,363,4,298,77,92,1038141,6.4,19,17.1
2289,42,95,Northampton,Pennsylvania,PA,36,287767,770,7.7,23.6,61.7,12.2,2.6,92.9,3.8,0.2,2,7.7,78.8,756.5,13.7,5.5,8.8,1.3,13.8,2.6,2.6,29.9,-2222.2,5.8,5,14.1,4,1.8,24.2,16.7,156.7,2.9,53.3,9.2,39.2,10.6,15,9005,7777,2001-2003,21848,41995,5451,90.7,55.6,37577,7226,5645,16367,15189,4,3,8,78,3,99,9,49,6380205,7.6,19.8,24.7
2292,42,101,Philadelphia,Pennsylvania,PA,34,1463281,10832,20.1,27.1,59.9,10.7,2.3,47.4,45.4,0.3,5.3,10,72.3,1046.6,18.8,7.3,11.5,2.4,14.6,6.9,2.2,62.2,-2222.2,10.4,6.4,13.6,6.9,3.5,34.7,26.6,204.3,20.6,68.6,9.5,62.5,10.7,33.9,64853,50895,2001-2003,252345,189403,38840,131.3,55.1,269261,42814,41052,79515,76994,30,3,45,927,4,402,1025,223,810192,8.4,28,26.4
2308,42,133,York,Pennsylvania,PA,24,408801,452,7.5,24,62.4,11.5,2.1,93.4,4.3,0.2,1,3.7,78.2,769,12.7,6,7.7,1.5,12,3.3,2.2,32.4,-2222.2,5.3,4.3,16.3,3.6,1.7,24.5,21.2,161,2.6,48,15.9,48.5,10.8,22.2,14033,9887,2001-2003,33119,52103,6848,66.8,41.8,54192,9193,7788,23058,20522,19,4,23,185,4,152,69,82,9062460,6.9,21.3,23.3
2312,44,7,Providence,Rhode Island,RI,39,639653,1548,14.4,25,61.4,10.9,2.6,84.8,9.2,0.6,3.5,16.1,77.7,816.4,16.2,6.5,8.4,1.7,12.1,4.2,2.6,42.9,10.6,7.6,5,12,5.7,1.8,23.2,21.4,212.5,4,58.9,7.7,46,7.5,17.3,24958,18303,2001-2003,78507,84095,17199,130.9,43.8,115858,17780,20678,48257,46874,17,3,19,263,3,266,55,266,234960,7,22.4,20
2314,45,1,Abbeville,South Carolina,SC,30,26133,51,13.6,25.7,59.7,12.5,2.1,69.7,29.6,0,0.3,1.1,76.8,857.7,16.9,7.1,10,2.3,14,6.9,1.5,41.1,16.2,11.4,7.1,20,8.8,2.6,25.4,21.2,165,8.3,52.7,20.4,73.9,8.1,21.5,3361,2458,1994-2003,3340,3141,758,49.7,11.5,5231,958,1020,1526,1240,1,3,3,45,4,33,7,10,20354,13.4,31.6,25.1
2315,45,3,Aiken,South Carolina,SC,23,150181,140,13.5,25.2,61.1,12.2,1.6,71.8,25.9,0.4,0.8,3,74.8,978.3,18.5,6.9,9.4,2,13.1,5.2,1.6,41.1,21.3,10.3,8.8,13.6,7.4,2.9,28.8,19.9,148.2,7.1,62.5,23.2,63.7,14.7,19.9,5520,4293,2001-2003,21695,18339,3796,45.9,36,22326,4491,4408,8806,7220,2,3,4,110,4,96,4,48,1705257,10.9,26.5,27
2317,45,7,Anderson,South Carolina,SC,40,175514,244,11.9,24.8,61.4,12.3,1.6,81.5,16.9,0.2,0.6,1.6,74.8,996,19.9,7.1,8.4,1.8,13.2,5.3,1.5,36.3,15.1,8.6,5.3,20.5,6.5,2.1,24,29.2,187,8.1,62.2,23.9,60.9,15.1,26.2,6628,5351,2001-2003,21239,22133,6236,87.2,26.2,31723,6276,6881,10343,8226,8,4,5,115,4,66,164,20,2506589,9.4,24.7,26.7
2318,45,9,Bamberg,South Carolina,SC,45,15880,40,21.2,26.2,59.3,12.5,2.1,37.1,62.3,0.2,0.3,1.1,72.7,1028.4,29.1,8,10.4,2.3,14.7,7.6,1,52.9,23.9,12.6,1.6,18.3,7.9,4.7,31.2,16.5,199.1,9,60.7,27.2,108.3,10.9,29.8,2140,1750,1994-2003,3061,2029,532,56.7,25.2,3559,587,795,924,820,0,3,0,17,3,32,4,17,27077,16.1,23.8,40.2
2319,45,11,Barnwell,South Carolina,SC,45,23345,43,17.2,27,60.2,11.1,1.7,56,42.8,0.3,0.5,1.5,74.8,1074.6,19.6,7,11.2,1.8,15.3,7.3,1.1,51.1,26.8,13,9.3,15.4,8,5,29.7,22,203.1,10.7,61,31.9,90.4,14,30.7,3345,2368,1994-2003,4054,2763,825,38.6,25.7,4916,897,825,1339,1122,0,3,0,26,3,44,8,23,465915,6.6,23.5,28.8
2320,45,13,Beaufort,South Carolina,SC,40,137849,235,11.1,25.5,57,15.6,1.8,75.7,21.9,0.3,1,8.5,78.9,728.8,11.3,4.9,7.8,1.4,11.6,3.6,2,34.3,24.7,6.8,3.7,14.7,3.8,3,25.4,14.2,94.1,6.4,55.2,19.9,56.1,11.2,19.9,6027,3073,2001-2003,17117,19752,1945,96.5,59.5,11080,2833,3116,8049,6617,1,3,4,132,4,50,13,15,180178,7.4,21,16.8
2321,45,15,Berkeley,South Carolina,SC,23,151673,138,11.7,28.2,62.5,8.4,0.9,68.2,27.6,0.5,2.1,3,75.3,926,14,6.4,9.5,1.7,13.6,3.9,1.6,36.5,13.3,8.6,7.2,12.2,5.6,3,23.3,17.2,141.5,8.7,71.4,27.7,65.5,13.2,18.7,6402,2901,2001-2003,21119,10303,3154,34.3,17.8,18939,3899,5400,8581,7480,0,3,4,86,4,96,17,48,17733285,10,25.8,27.4
2322,45,17,Calhoun,South Carolina,SC,33,15100,40,14.3,23.9,62.7,11.8,1.6,53.9,45.4,0.2,0.2,1.7,74.3,946.4,14.9,5.4,11.1,2.4,12.2,7.3,1.6,43.9,25.4,10.4,9.1,12.1,9.1,1.3,17.5,23,175.5,13,52.5,22.9,76.2,11.6,26.1,1734,1466,1994-2003,2489,1447,385,19.9,26.5,2806,545,509,899,715,0,3,1,10,3,18,0,7,2298026,10.6,20.8,33.1
2323,45,19,Charleston,South Carolina,SC,25,330368,360,14.1,25.3,62.7,10.5,1.5,64.5,32.7,0.3,1.4,3,75.6,918.4,12.4,5.5,10.5,2.3,15,4.6,2.4,42.2,16,10,5.9,16.3,7.8,2.3,23.5,20.9,149.2,10.1,58,14.7,84,10.2,22.8,13767,8294,2001-2003,45735,36531,8107,182.8,75.1,39919,9332,9958,19363,16366,3,3,10,361,4,162,181,124,3164090,8.3,22,21
2324,45,21,Cherokee,South Carolina,SC,39,53844,137,14.8,26.1,61.5,10.8,1.5,78.1,20.5,0.2,0.5,2.8,74.1,1066.2,16.4,6.3,11,2.1,17.6,8,0.8,41.1,18.1,12.4,12.8,11.3,6.9,5.5,31.5,25.8,204.8,8.4,79.1,23.2,72.4,13.2,25.8,3634,2785,1999-2003,7881,5797,2036,42.7,14.9,11890,2034,2036,3119,2535,0,3,5,33,3,32,0,5,327772,8.4,27.1,25.7
2325,45,23,Chester,South Carolina,SC,41,33228,57,15.6,26.4,60.4,11.5,1.7,60.8,38.2,0.4,0.3,0.9,73.8,995.3,23.5,6.7,9.6,2.2,13.6,7.5,1.3,52.6,23.3,9.2,6,13,6.6,2.6,20,23.6,243.2,8.9,66.7,30.1,70.7,10.2,26.2,2288,1696,1999-2003,4786,4298,1334,51.2,30.1,7305,1539,1061,1921,1546,0,3,2,19,3,29,5,12,656207,8.1,32.4,33.2
2326,45,25,Chesterfield,South Carolina,SC,41,43435,54,17.2,25.8,61.7,11.1,1.5,65.1,33.6,0.3,0.4,3,72.3,1042.5,24,6.8,12,2.2,17.6,7.1,1.4,49.9,23.9,8.7,5.6,13.5,7,1.7,21.4,17.7,256.4,11.3,70.6,46.6,65.5,19,27,2869,2129,1999-2003,6920,4957,1646,43.7,23,10066,1779,1581,2526,2058,0,3,2,40,4,37,4,15,310145,9.5,29.2,27.3
2327,45,27,Clarendon,South Carolina,SC,40,33363,55,21.3,25.2,59.8,13.3,1.8,48.1,51,0.3,0.3,2.1,74,971,21.9,6.6,13.1,2.6,19.8,7.3,2.1,55.3,29.4,11.8,5.6,16.4,8.5,3.3,24.7,23.6,143,13.1,64.5,25.5,118.7,10.1,37.8,2117,1655,1999-2003,5995,4087,1253,59.9,18,7547,1261,1152,1962,1682,1,4,0,20,3,31,3,15,66591,10.7,26.6,23.5
2328,45,29,Colleton,South Carolina,SC,33,39605,37,18.6,26.7,60.2,11.5,1.6,57.6,41.1,0.6,0.3,1.8,73.6,1013.7,19.9,7.7,9.4,2.1,13.6,6.3,1.3,48.3,9.8,9.8,4.3,14.7,8,1.8,22.5,21.9,162.5,13,66.2,41.2,73.9,8.3,24.4,2752,1974,1999-2003,7496,4609,1560,68.2,22.7,7900,1217,1715,2279,1876,1,4,0,35,3,39,7,21,2154972,11.9,29.2,32.8
2329,45,31,Darlington,South Carolina,SC,54,67346,120,18.2,26.2,61.2,11.1,1.5,57.2,42,0.2,0.2,1,72.2,1119.1,19.2,6.4,12.2,2.6,16.2,6.1,1.3,50.2,25.1,12.5,10,15.1,10.5,2,33,21,184.3,10.8,76.8,36.3,107.1,7.2,25.4,4576,3677,1999-2003,11382,7671,2297,72.8,25.2,13754,2774,2363,3898,3168,0,3,0,33,3,68,14,34,3314738,11.6,27.2,28.6
2330,45,33,Dillon,South Carolina,SC,27,30974,77,20.4,28.7,59.8,10.2,1.3,50.9,45.8,2.5,0.4,2.6,71.9,1172.1,21.6,7.6,11.4,2.3,16.7,8.3,1.1,61.6,24.1,9,2,15.5,4.5,4.5,39.1,22.6,184.8,12.7,81.8,35.7,81.6,10.8,24.4,2458,1669,1999-2003,7091,3482,1269,54.9,16.1,7634,1350,1054,1735,1491,0,3,0,32,4,34,19,12,1352,8.5,25.5,28
2331,45,35,Dorchester,South Carolina,SC,32,112858,196,11.2,26.6,63.9,8.6,1,71.4,25.2,0.7,1.4,2.5,75.1,961.8,15.2,6.3,9.2,1.8,13.2,3.9,1.7,37.8,10.6,8.4,6.8,13.2,4.7,3.7,18.8,23.2,169,6.1,53,24.3,109.7,11.7,19.7,6178,3636,1999-2003,12899,9563,2848,51.4,38.1,12977,2843,4138,6509,5577,2,3,20,134,4,69,11,35,327820,7.1,22.1,27
2332,45,37,Edgefield,South Carolina,SC,53,25528,51,15.8,23.5,65.9,9.3,1.4,57.9,41,0.4,0.4,2.4,74.7,955.5,22.8,5.2,9.4,1.9,13.4,6.3,1.2,43.8,22.4,11.2,4.7,19.3,9.6,1.6,28.7,24.8,256.8,9.1,62.2,31.8,46.1,11.5,24.8,2751,2013,1994-2003,3277,2068,546,27.4,15.7,4956,826,808,1532,1265,0,3,2,28,3,38,2,19,120000,6.4,23.2,28.4
2333,45,39,Fairfield,South Carolina,SC,34,24047,35,15.9,25.3,61.2,11.9,1.6,41.5,57.7,0.1,0.4,1.5,72.5,1216.2,22.7,5,11.2,2.5,16.6,8,1.5,55.1,29.5,9.5,3.3,12.6,6.7,2.8,29.1,22.9,327.9,8.3,60.9,39.6,77.2,16.3,26,3175,2874,1994-2003,3878,2933,728,54.1,16.6,5334,915,760,1407,1133,0,3,0,12,3,39,6,14,30865,12.3,19.7,32
2334,45,41,Florence,South Carolina,SC,33,131097,164,16.3,26.3,61.4,10.8,1.5,57.7,40.5,0.3,1,1.3,72.7,1034.7,18.3,5.9,12,2.9,15.5,5.5,1.5,46,29.4,11.5,6.9,17.6,8,3.5,26,21.2,214,7.2,67.2,28.9,84.6,7.6,25.4,5715,3875,2001-2003,20012,15499,4514,109.1,46.5,23015,5660,3433,7583,6313,0,3,8,68,3,73,29,69,5078705,9.7,26.5,27.4
2335,45,43,Georgetown,South Carolina,SC,54,60983,75,14.7,23.8,58.8,15.6,1.8,64.2,34.9,0.2,0.5,2.2,74.8,886.3,14.4,5.5,11.6,2.7,14.1,5.4,1.6,45.5,21.5,11.7,5.1,19.6,9.4,2.3,25.9,15.7,161.2,5.7,54.9,38.9,77.9,7.1,22.8,3838,2747,1999-2003,9508,11540,2335,64,32.8,10433,2478,1645,3638,2860,3,4,0,110,4,57,30,28,6739414,6.8,22.6,24.9
2336,45,45,Greenville,South Carolina,SC,25,407383,516,12,25.4,62.6,10.5,1.5,78.5,18.5,0.2,1.7,5.6,76.1,898.9,14.1,5.5,8.6,1.4,12.8,3.6,2,31.7,24.1,5.5,4.6,9.8,4,1.5,25.6,18.2,153.8,8,56.9,19.7,62.5,11.6,27.7,16464,10065,2001-2003,46056,46311,10506,120.5,39.3,55742,11607,14697,23815,19292,8,3,12,145,3,164,21,70,1023343,7.3,21.1,21.8
2337,45,47,Greenwood,South Carolina,SC,35,67979,149,13.9,25.9,60.2,12,1.9,66.1,32.1,0.3,1.1,4,74.6,956.4,15.2,5.7,9.6,2.1,15.3,6.3,1.5,45.7,21.9,11.5,7.5,20.8,10,1.6,35.2,17.7,172.4,6.5,55.5,22.3,80.4,6.2,23.8,4508,3391,1999-2003,9540,9517,2033,147.1,45.6,11952,3009,2401,3952,3315,2,4,3,70,4,47,6,23,306925,9.2,20.9,28.4
2338,45,49,Hampton,South Carolina,SC,34,21329,38,19.4,26.6,61,10.8,1.7,43.5,55.9,0.3,0.2,2.9,74.7,1021,23.7,5.5,9.7,1.9,13.9,7.7,1.2,52.2,28.5,8.2,6.2,9.8,6.4,1.9,32.2,17.6,222.8,7.1,47.1,34.7,80.6,7.3,25.7,2958,1984,1994-2003,4031,2865,966,37.5,28.1,4605,689,604,1230,1031,0,3,0,12,3,36,6,13,1514496,11.3,17.9,33.1
2339,45,51,Horry,South Carolina,SC,53,226992,200,13.1,21.9,62.2,14.4,1.4,82.7,15,0.4,1,3.6,75.5,889.7,16.3,6.4,9.4,1.5,13.1,4.1,1.9,42.4,25.8,8.6,5,22.2,5.9,2.7,25.9,18.8,159.4,7.6,61.4,26.4,64.1,16.5,28.1,7804,5843,2001-2003,32165,28003,5824,61.2,27.8,30218,6729,5039,13838,10731,1,3,6,240,4,99,62,62,1559072,7.7,31.3,25.1
2341,45,55,Kershaw,South Carolina,SC,39,56486,78,12,25.2,61.8,11.5,1.5,72.7,26,0.3,0.4,2.4,74.9,954.1,17.2,6.2,9.6,2.2,14.3,6.2,1,31.6,21.9,6.5,6.7,6,5.1,1.4,22.2,24.7,179.4,5.5,66.8,33.1,67.9,12.8,20.9,3524,2535,1999-2003,7314,7117,1614,56.7,28.3,9333,1918,1655,3311,2674,0,3,5,43,4,32,7,5,1110038,10.6,31.6,29.3
2342,45,57,Lancaster,South Carolina,SC,28,63113,115,13.7,25.1,62.3,11,1.6,72,26.9,0.2,0.4,2.7,73.8,1008.3,15.3,5.6,10.5,2.2,15.2,6,1.1,43.3,15.9,10.4,9.2,14,7,3.5,24,18.2,217.6,10.7,64.1,39,61.1,12.5,23.4,4024,2994,1999-2003,8569,7103,2085,42.8,25.4,12872,2572,2047,3703,2975,3,3,3,71,4,53,60,19,693678,8.4,24.7,28.5
2343,45,59,Laurens,South Carolina,SC,28,70293,98,14.8,25.2,61.7,11.5,1.6,72.9,25.8,0.5,0.3,2.9,74.4,1013.2,21.4,7,10,1.8,15.1,7.3,1,46.8,23.8,9.7,7.7,16.1,6.3,3.4,24.1,21.6,191.9,7.6,60.9,28.3,81.9,10.4,30.5,4109,3645,1999-2003,10294,7481,2815,55.5,15.6,15206,2286,2877,4131,3386,1,3,3,23,3,59,4,21,162084,9.8,28.2,30.8
2344,45,61,Lee,South Carolina,SC,45,20638,50,20.5,24.6,63.3,10.4,1.7,36.2,63.4,0.1,0.2,2.7,74.3,1036,26.6,6.6,12.6,3.1,17.5,8.7,1.1,60.4,27.6,17,12.7,18.1,14.8,2.2,34.5,25.3,177.9,6.4,63.8,41.2,95.4,8.5,18.9,2549,1987,1994-2003,3877,2198,643,9.7,9.7,5238,814,746,1218,1029,0,3,0,17,3,38,4,20,260831,20.8,20.4,30.3
2345,45,63,Lexington,South Carolina,SC,44,235272,336,10.5,25.7,63.2,9.9,1.2,83.3,14.3,0.4,1.2,3,76.2,907.5,13.8,5.7,8,1.6,11.1,3.6,1.9,29.6,21.1,7.1,6,11.7,4.2,3,24,20.4,156.1,7.4,61,18.9,62.8,12.8,25.5,9135,5300,2001-2003,26740,22830,4524,69.7,28.5,26664,6234,5822,13695,11085,0,3,13,87,4,80,42,27,1781882,6.7,25,23.1
2347,45,67,Marion,South Carolina,SC,27,34904,71,20.5,26.5,60.8,11.1,1.6,43,56.2,0.2,0.4,2.4,71.4,1121.1,24.2,6.3,13.1,3,17.3,7.2,0.9,59.9,17.9,15.8,8.6,20.2,12.1,3.6,32.7,25.7,223.6,11.1,66.6,32.3,99.2,7.7,25.8,2474,1930,1999-2003,7893,4574,1468,60.2,14.3,7206,1968,1325,2012,1701,0,3,0,32,4,39,5,14,113787,11.5,25.9,34.9
2348,45,69,Marlboro,South Carolina,SC,40,28021,58,20.2,25.4,62.2,10.7,1.7,43.8,51.6,3.4,0.4,0.8,69.6,1235.8,23.9,7,13.4,3.1,20.6,8.1,0.8,62.4,27.9,10.6,6.4,14.4,7.6,3,25.2,30.3,176,17.6,95.5,45.4,63.8,8.4,29.2,1982,1742,1999-2003,5381,3460,1297,28.6,21.4,7254,1498,963,1639,1356,0,3,0,25,4,27,2,13,1042021,10.9,35.7,35.4
2351,45,75,Orangeburg,South Carolina,SC,54,92167,83,19.8,26.7,59.7,11.8,1.8,35.5,62.9,0.4,0.5,1.2,72.8,1015.9,20.6,7.6,13.2,2.7,16.1,6.7,2,55.9,26.7,11.4,4.2,14.9,8.9,2.5,27,22.9,164.3,14.6,51.4,33,104.2,7.6,27.3,6416,4767,1999-2003,16341,12006,3009,67.3,26,16288,3983,3834,5321,4815,0,3,0,85,4,91,4,46,3790490,9.9,21,35.2
2353,45,79,Richland,South Carolina,SC,25,340078,450,13.9,26.2,64.1,8.5,1.2,49.7,46.6,0.3,2.2,2.9,74.7,960.2,13.2,5.3,10.6,2.2,14.7,3.3,2.8,40.8,21.4,7.7,2.5,12.2,4.7,3.1,29.3,18.4,159.3,8.8,63.8,14.7,63.1,8.2,23.5,13059,7701,2001-2003,42449,31683,7116,127,56.8,31283,10328,8319,19776,18017,1,3,10,322,4,167,123,128,9751876,7.9,20.1,22.2
2354,45,81,Saluda,South Carolina,SC,41,18895,42,15.1,24.2,61.6,12.3,1.9,71.1,28.1,0.2,0.2,12.3,74.7,978.2,24.6,8.1,8.9,2.1,13.4,5.6,1,44.3,27.5,11.9,6.7,23.4,9.6,2.3,29.4,20.3,242.3,9.3,59.6,38.3,90.4,10.1,26.6,2415,2020,1994-2003,3520,1973,505,15.9,15.9,3933,660,574,1122,906,0,3,2,10,3,28,6,7,50050,11.8,25,28.6
2355,45,83,Spartanburg,South Carolina,SC,40,266809,329,12.9,25.2,62.2,11,1.6,76.2,20.9,0.3,1.7,4.1,74.4,989.7,17.1,6,10.2,1.7,15.7,5.6,1.5,30.7,21.3,7.8,7.4,11.1,4.5,3.3,33.3,19,170.9,8.1,66.6,21.6,83.1,11.5,31.4,10293,7721,2001-2003,34411,31904,9699,87.7,30.7,48069,10043,7900,15646,12705,1,3,8,74,3,101,3,31,2212665,8.2,25.3,25.1
2356,45,85,Sumter,South Carolina,SC,33,105517,159,16.3,28.6,59.3,10.6,1.5,50,47.5,0.3,1.1,2,74.3,951.6,18.7,5.4,9.8,2.3,14.4,5.8,1.6,45.7,24.2,9.7,7.2,13,6,3.7,23.5,19.7,178.8,9.7,53.9,26.3,113.5,8.7,10.6,4834,2777,2001-2003,16527,11741,2768,54,30.3,16896,4158,2434,5925,5118,0,3,6,82,4,60,42,57,885798,9.7,24.1,27.5
